param x:
1 2 3 :=
1 187.571423224488 109.702296226956 1
2 174.706036276561 73.6101916196372 1
3 188.239667695134 96.4811136310658 1
4 182.196685144478 99.7925035388104 1
5 177.499761487233 93.5826760198961 1
6 170.822659847028 69.0304561256612 1
7 174.71410637922 83.4140084372023 1
8 173.605229399433 76.1773743716594 1
9 170.228132143723 79.7865942837687 1
10 161.179494705051 70.929558452205 1
11 180.836270998755 84.6280841543574 1
12 181.96764500282 96.934770743497 1
13 164.50647599885 75.7947669267465 1
14 175.97899804567 85.916635549541 1
15 175.87907986372 84.5506430935324 1
16 171.81987403907 78.0893106839533 1
17 183.942524230009 88.9018169299238 1
18 162.494787331495 78.4052019087438 1
19 176.885752145371 84.3464660195601 1
20 172.557452329184 82.7331737021433 1
21 172.504227492304 78.9641401729673 1
22 176.37617726482 89.6741141109841 1
23 168.01879518063 67.6524108879705 1
24 191.023172980122 103.746839281268 1
25 172.448718700055 73.4724044663433 1
26 173.08584330743 87.2308283805837 1
27 175.487663829471 83.644070026488 1
28 184.914142531911 93.7996323901832 1
29 171.24995539556 79.46209632618 1
30 173.980895006482 69.996661644424 1
31 174.290000797523 85.0371170774635 1
32 188.045871359036 96.5579253176966 1
33 181.68166873035 88.4499969314444 1
34 175.717609192906 93.0537965266989 1
35 176.726094008121 92.591440128844 1
36 178.81835937673 87.4845873354417 1
37 175.45347476554 89.5638288430499 1
38 170.671549138116 83.3609855930844 1
39 167.150581763524 74.3092176320281 1
40 163.332637244561 73.9718898628494 1
41 172.65481401708 78.0660305699887 1
42 183.361141936402 88.0024512009338 1
43 165.78667763106 76.4706331992254 1
44 167.869050535732 73.1035975494884 1
45 171.476216649913 74.6758627047651 1
46 178.066157088099 85.6790490481968 1
47 173.359664559803 84.8347175346036 1
48 183.318681154125 94.8167180908172 1
49 175.716838351949 87.08133125261 1
50 185.090714773977 95.8469373331701 1
51 164.547760764087 75.1073134613379 1
52 178.266216714209 91.1890785032054 1
53 173.968283642466 78.6503221526535 1
54 171.020310437781 82.2710563655043 1
55 170.156997969609 76.9785521089578 1
56 168.908856746635 74.0632781449769 1
57 173.616763881853 86.0363763911365 1
58 179.767126038809 87.1314500436136 1
59 180.888446120456 89.8859247653515 1
60 177.833947986631 95.0233559352045 1
61 181.364082840728 90.140495537351 1
62 176.662092940873 89.8319835167519 1
63 187.499077776736 88.5671710611007 1
64 170.172082190715 74.8042190462599 1
65 181.40290336845 81.5709307661211 1
66 165.809422530871 70.408354056258 1
67 173.41644634454 83.6822636047955 1
68 184.82403966371 100.0807444287 1
69 172.972424692881 83.134991069034 1
70 174.99763342331 89.0935656649356 1
71 175.995355306795 83.7168291611215 1
72 179.12899028958 94.1192011421968 1
73 176.945862075355 80.3632329942621 1
74 171.691982772106 73.9718830881546 1
75 184.170625765463 98.0581542461383 1
76 180.982583433674 92.8142829126181 1
77 182.395334698992 91.120440462356 1
78 183.5027203173 100.182208562876 1
79 168.942074258774 89.0929071840281 1
80 167.713746372238 76.4810929882154 1
81 171.645971014547 82.2824095274948 1
82 173.346284248125 90.0946364292145 1
83 187.518362586682 107.898746423213 1
84 177.298259475646 78.4767600495388 1
85 167.537327573643 72.8725245532331 1
86 180.540704642393 85.534203660166 1
87 169.154339204508 94.4878430998227 1
88 175.136899135774 87.7256773026172 1
89 173.340932952458 78.9613123766984 1
90 183.684735812027 89.5095642854127 1
91 182.411167941808 91.4379441032844 1
92 165.70210577785 82.0915978414349 1
93 179.426946430452 82.5952317363537 1
94 164.419091017028 80.5212079017556 1
95 170.443020003315 74.8184039376304 1
96 165.398411615636 75.1551529206834 1
97 182.121134418465 87.5710492258789 1
98 169.755510643056 81.9428058824748 1
99 168.837039164256 78.3554298995066 1
100 176.305276600334 80.485540240244 1
101 149.633259374012 46.2985607110385 -1
102 165.684231769591 64.0842732886259 -1
103 160.957269546371 59.4292075705193 -1
104 163.779193461045 58.1276694882685 -1
105 156.954464214095 58.8577809739556 -1
106 167.558768143056 71.1120556072521 -1
107 159.639961753175 52.1401534017968 -1
108 166.756477344965 74.8675742460662 -1
109 157.20119369415 50.6468023636485 -1
110 161.741785106229 47.2342674113084 -1
111 172.976977479407 75.5445173517465 -1
112 156.969151465831 48.1785428519079 -1
113 160.963505762788 58.103478060624 -1
114 149.59555132901 46.114563882546 -1
115 148.433152712906 44.5318008744409 -1
116 154.456888643672 57.5580332318739 -1
117 178.126778196408 68.596040975834 -1
118 158.133871301807 52.5158246749025 -1
119 156.807129158038 48.9192164876286 -1
120 160.17127400455 66.0271787508862 -1
121 158.20856946634 63.2756043847488 -1
122 157.041792989376 55.6762660635533 -1
123 168.522744527465 71.3745872181533 -1
124 165.914405348376 65.7765875832236 -1
125 167.903836900554 67.4127812129383 -1
126 163.899042355301 60.1727293619202 -1
127 143.631856451495 38.4907590228026 -1
128 159.357773559917 62.8255878141166 -1
129 156.426404560464 62.3243930983624 -1
130 157.542039074048 56.5097236372558 -1
131 165.890788709869 63.6130160514535 -1
132 155.460588415061 49.1111583804204 -1
133 170.243737528976 68.1266104004676 -1
134 152.936363068434 53.9852762595941 -1
135 162.407530845918 63.2634727147347 -1
136 160.928825106072 56.9674549440735 -1
137 161.760073851171 59.9922802063438 -1
138 153.133730796897 59.1568294968853 -1
139 161.05451607161 58.4346437348766 -1
140 154.004264301032 49.7594994344644 -1
141 171.128935335277 66.2237165713129 -1
142 169.856763657135 72.0431719767769 -1
143 152.519753947445 51.9743881616086 -1
144 162.952359562553 60.3802066185224 -1
145 161.192628829029 58.4811613844318 -1
146 170.799424587241 69.8691949375682 -1
147 168.182530055225 63.0390628654172 -1
148 164.319766315113 62.8937929999995 -1
149 168.146179536266 81.9493501582222 -1
150 167.267574594258 67.6274505182676 -1
151 165.225781362581 65.7929880189102 -1
152 163.77314248051 65.5955762777492 -1
153 158.851796391066 63.2556208302617 -1
154 156.454428312819 58.9465529477338 -1
155 154.813835443543 53.252874679381 -1
156 161.425188456621 62.3546804664766 -1
157 158.110799731359 62.7584640775175 -1
158 168.124100742091 64.0689143257682 -1
159 158.872067259158 56.1056026939488 -1
160 169.23977917793 66.029347671468 -1
161 151.405742745943 49.8018848220395 -1
162 163.813222689112 72.3156760889764 -1
163 164.93885198999 69.1244226777605 -1
164 155.903316552926 64.1394333620612 -1
165 167.819799509728 67.0078594605211 -1
166 162.342656420276 59.643403464122 -1
167 176.834307301517 71.2125777090104 -1
168 170.64110112754 71.1795224787102 -1
169 161.033589117634 65.2337549604712 -1
170 155.481455598805 44.7653027641386 -1
171 151.556335952157 57.3039708297723 -1
172 162.787092421592 60.8666744715161 -1
173 153.868279713268 53.6248579588503 -1
174 157.77176065396 65.9126346697215 -1
175 142.645023368562 41.1860569864976 -1
176 171.321153353897 77.4740832631651 -1
177 165.265467353823 70.8222797568231 -1
178 166.4432946834 63.0338029532168 -1
179 160.400117959769 56.3237059705628 -1
180 149.540723700633 46.6789467295737 -1
181 167.693929055605 64.2431950838798 -1
182 156.27373145404 60.5571463510762 -1
183 161.504148663232 60.4033577310594 -1
184 151.858377788784 53.0180822996934 -1
185 170.558984143802 63.2892583989678 -1
186 158.300641192799 57.6557428712467 -1
187 165.475055276353 61.071213003 -1
188 179.396634989409 77.1648383232549 -1
189 171.164126034925 74.781250980049 -1
190 173.051238376829 80.3810118870118 -1
191 161.260687484555 56.2598057849955 -1
192 155.354185800348 48.632854125542 -1
193 179.603754396874 73.1807185023918 -1
194 165.630491216859 62.4503589896141 -1
195 155.853102893268 55.9728501575365 -1
196 157.662156581138 64.7000541321578 -1
197 166.128399981976 65.3178871490095 -1
198 157.031355017788 50.7944951168177 -1
199 159.885881020581 56.0926252313088 -1
200 163.482105648056 60.4008739393755 -1
;
